65,-0.1,-0.15,-0.15,0.78,-0.7100684262,-1.252346041,-0.3326621924,0.4046979866
66,0.1,0.2,-0.31,1.35,0.7257086999,1.84457478,0.4217002237,-0.6378076063
67,-0.1,-0.2,-0.42,1.45,-0.688172043,-1.753176931,-0.4199105145,0.5908277405
68,0.1,0.25,-0.48,2.1,0.7100684262,2.408748778,0.4469798658,-0.8351230425
70,0.1,0.3,-0.51,2.66,0.6944281525,2.886803519,0.4436241611,-1.031991051
71,-0.1,-0.3,-0.79,2.95,-0.7100684262,-2.981231672,-0.4968680089,1.043176734
72,0.1,0.35,-0.32,2.93,0.688172043,3.462072336,0.3970917226,-1.261297539
73,-0.1,-0.35,-0.65,3.49,-0.6819159335,-3.381182796,-0.4630872483,1.217002237
74,0.1,0.4,-0.41,4.21,0.6725317693,3.885043988,0.4082774049,-1.417897092
75,-0.1,-0.4,-1,4.96,-0.6725317693,-3.885043988,-0.5136465324,1.388143177
78,0.15,0,2.82,0,1.17228739,0,0.2250559284,-0.05771812081
79,-0.15,0,2.91,0,-1.178005865,0,-0.2210290828,0.05212527964
80,0.15,0.05,1.86,-0.03,1.240909091,0.123655914,0.314541387,-0.1590604027
81,-0.15,-0.05,2.29,-0.06,-1.212316716,-0.1220430108,-0.2803131991,0.170246085
82,0.15,0.1,1.25,-0.04,1.229472141,0.7069403715,0.3617449664,-0.310738255
83,-0.15,-0.1,1.38,-0.01,-1.258064516,-0.7225806452,-0.3621923937,0.311409396
84,0.15,0.15,0.32,0.29,1.286656891,1.292375367,0.4973154362,-0.5062639821
85,-0.15,-0.15,0.45,0.41,-1.332404692,-1.338123167,-0.4729306488,0.4901565996
86,0.15,0.2,-0.2,0.95,1.326686217,1.886119257,0.5805369128,-0.6769574944
87,-0.15,-0.2,-0.12,0.94,-1.332404692,-1.886119257,-0.577852349,0.6771812081
88,0.15,0.25,-0.51,1.51,1.343841642,2.50684262,0.622147651,-0.903803132
89,-0.15,-0.25,-0.52,1.87,-1.338123167,-2.474144673,-0.6170022371,0.8765100671
90,0.15,0.3,-0.79,2.37,1.292375367,2.954252199,0.6700223714,-1.061744966
92,0.15,0.35,-0.94,3.03,1.252346041,3.365004888,0.6668903803,-1.232438479
93,-0.15,-0.35,-1.16,3.18,-1.275219941,-3.445894428,-0.6979865772,1.236241611
94,0.15,0.4,-1.1,4,1.14941349,3.603519062,0.6315436242,-1.305592841
95,-0.15,-0.4,-1.23,4.22,-1.263782991,-3.922580645,-0.7033557047,1.428187919
98,0.2,0,4.1,0,1.786412512,0,0.463310962,-0.05838926174
99,-0.2,0,4.66,0,-1.761485826,0,-0.4333333333,0.05883668904
100,0.2,0.05,3.98,-0.07,1.803030303,0.126344086,0.4771812081,-0.1953020134
101,-0.2,-0.05,4.28,-0.07,-1.794721408,-0.126344086,-0.463310962,0.192393736
102,0.2,0.1,2.95,-0.22,1.869501466,0.7507331378,0.5590604027,-0.3903803132
103,-0.2,-0.1,3.17,-0.21,-1.836265885,-0.7444770283,-0.5395973154,0.370246085
104,0.2,0.15,1.68,-0.15,1.902737048,1.355278592,0.6351230425,-0.5834451902
105,-0.2,-0.15,2.07,-0.04,-1.869501466,-1.343841642,-0.6078299776,0.5706935123
106,0.2,0.2,0.62,0.38,1.927663734,1.927663734,0.7677852349,-0.7879194631
108,0.2,0.25,-0.17,1.25,1.852883675,2.43054741,0.7966442953,-0.9165548098
109,-0.2,-0.25,-0.18,1.28,-1.886119257,-2.463245357,-0.8029082774,0.9255033557
110,0.2,0.3,-0.89,1.87,1.553763441,2.455131965,0.6988814318,-0.8850111857
111,-0.2,-0.3,-0.76,2,-1.487292278,-2.360703812,-0.6767337808,0.8610738255
112,0.2,0.35,-1.11,2.63,1.545454545,2.976735093,0.7565995526,-1.081879195
113,-0.2,-0.35,-0.78,3.73,-1.445747801,-2.782600196,-0.7064876957,1.004697987
114,0.2,0.4,-1.07,2.84,1.611925709,3.472140762,0.7621923937,-1.337360179
118,0.25,0,4.71,0,2.321554252,0,0.6997762864,-0.04541387025
120,0.25,0.05,5.3,-0.08,2.256158358,0.1193548387,0.6458612975,-0.1843400447
121,-0.25,-0.05,5.64,-0.08,-2.092668622,-0.1112903226,-0.5718120805,0.1829977629
122,0.25,0.1,4.38,-0.27,2.179863148,0.6631476051,0.6545861298,-0.3800894855
123,-0.25,-0.1,5.01,-0.36,-2.288856305,-0.700684262,-0.6713646532,0.4105145414
124,0.25,0.15,3.62,-0.41,2.332453568,1.280938416,0.7474272931,-0.5765100671
125,-0.25,-0.15,3.8,-0.34,-2.277956989,-1.246627566,-0.7170022371,0.5579418345
126,0.25,0.2,2.12,-0.07,2.376050831,1.836265885,0.829753915,-0.7780760626
127,-0.25,-0.2,2.2,-0.02,-2.299755621,-1.769794721,-0.7910514541,0.7451901566
128,0.25,0.25,1.02,0.49,2.419648094,2.463245357,0.9472035794,-0.9836689038
129,-0.25,-0.25,0.9,0.6,-2.376050831,-2.397849462,-0.9357941834,0.9539149888
130,0.25,0.3,-0.44,1.03,2.049071359,2.482111437,0.841163311,-0.9498881432
131,-0.25,-0.3,0.37,1.83,-1.961876833,-2.428152493,-0.7953020134,0.8782997763
132,0.25,0.35,-0.89,2.05,2.125366569,3.009090909,0.8932885906,-1.132438479
134,0.25,0.4,-0.97,2.84,2.136265885,3.453372434,0.9176733781,-1.318120805
135,-0.25,-0.4,-1.44,3.16,-2.452346041,-4.035190616,-1.094854586,1.531543624
138,0.3,0,5.69,0,2.792375367,0,0.9015659955,-0.03467561521
139,-0.3,0,8,0,-2.697947214,0,-0.7834451902,0.05078299776
140,0.3,0.05,6.95,-0.07,2.71143695,0.1075268817,0.8201342282,-0.1794183445
141,-0.3,-0.05,7.68,-0.09,-2.724926686,-0.1172043011,-0.8024608501,0.192393736
142,0.3,0.1,6.34,-0.37,2.859824047,0.7038123167,0.8903803132,-0.4174496644
143,-0.3,-0.1,6.8,-0.32,-2.792375367,-0.700684262,-0.8642058166,0.4109619687
144,0.3,0.15,5.69,-0.55,2.630498534,1.178005865,0.8268456376,-0.5601789709
145,-0.3,-0.15,5.96,-0.52,-2.401173021,-1.069354839,-0.7284116331,0.5006711409
146,0.3,0.2,3.96,-0.49,3.02170088,1.902737048,1.034004474,-0.8322147651
147,-0.3,-0.2,4.45,-0.46,-2.927272727,-1.852883675,-0.9821029083,0.8053691275
148,0.3,0.25,2.42,-0.14,2.940762463,2.441446725,1.063534676,-1.008948546
149,-0.3,-0.25,2.42,0,-3.008211144,-2.474144673,-1.084787472,1.021029083
150,0.3,0.3,1.05,0.4,3.02170088,3.035190616,1.200447427,-1.225279642
151,-0.3,-0.3,1.09,0.57,-3.008211144,-3.035190616,-1.197762864,1.220581655
152,0.3,0.35,0,1.82,2.576539589,3.041446725,1.080089485,-1.191946309
153,-0.3,-0.35,0.03,1.7,-3.116129032,-3.672385142,-1.276286353,1.442505593
154,0.3,0.4,-0.58,2.29,2.967741935,4.035190616,1.257718121,-1.572706935
155,-0.3,-0.4,-0.71,2.67,-2.657478006,-3.584750733,-1.123266219,1.37606264
158,0.35,0,9.54,0,3.381182796,0,1.041834452,-0.03780760626
159,-0.35,0,8.93,0,-3.267937439,0,-1.015436242,0.06286353468
160,0.35,0.05,9.43,-0.08,3.235581623,0.1166666667,1.001565996,-0.193064877
161,-0.35,-0.05,9.6,-0.09,-2.928201369,-0.1059139785,-0.8852348993,0.1814317673
162,0.35,0.1,7.22,-0.35,3.025268817,0.6193548387,0.9787472036,-0.3742729306
163,-0.35,-0.1,9.7,-0.45,-2.928201369,-0.616226784,-0.8812080537,0.389261745
164,0.35,0.15,9.02,-0.48,3.08998045,1.103665689,1.07360179,-0.5888143177
165,-0.35,-0.15,7.36,-0.58,-3.42971652,-1.292375367,-1.12393736,0.6223713647
166,0.35,0.2,5.86,-0.84,2.91202346,1.562072336,0.9787472036,-0.7420581655
167,-0.35,-0.2,6.45,-0.73,-3.42971652,-1.836265885,-1.153243848,0.8172259508
168,0.35,0.25,4.22,-0.61,3.462072336,2.43054741,1.218791946,-1.027964206
169,-0.35,-0.25,4.58,-0.52,-3.494428152,-2.441446725,-1.228411633,1.029082774
170,0.35,0.3,3.07,-0.16,3.42971652,2.927272727,1.261297539,-1.21163311
171,-0.35,-0.3,3.04,0,-3.445894428,-2.954252199,-1.267337808,1.213870246
172,0.35,0.35,1.49,0.53,3.462072336,3.478250244,1.36935123,-1.400894855
173,-0.35,-0.35,1.32,0.5,-3.494428152,-3.494428152,-1.383668904,1.416778523
174,0.35,0.4,0.09,1.34,3.656207234,4.185337243,1.500894855,-1.666219239
175,-0.35,-0.4,0.39,1.95,-2.960557185,-3.397067449,-1.217449664,1.340715884
178,0.4,0,9.45,0,3.415835777,0,1.121252796,-0.05279642058
179,-0.4,0,12.63,0,-3.453372434,0,-1.04295302,0.06398210291
180,0.4,0.05,12.64,-0.07,3.697360704,0.1059139785,1.107606264,-0.1805369128
181,-0.4,-0.05,10.04,-0.06,-3.472140762,-0.1161290323,-1.127293065,0.170917226
182,0.4,0.1,8.49,-0.46,3.791202346,0.6725317693,1.195749441,-0.3941834452
183,-0.4,-0.1,10.46,-0.46,-3.509677419,-0.6068426197,-1.089261745,0.3879194631
184,0.4,0.15,9.04,-0.6,3.941348974,1.252346041,1.297986577,-0.6080536913
185,-0.4,-0.15,9.74,-0.67,-3.922580645,-1.263782991,-1.292393736,0.6402684564
186,0.4,0.2,8.48,-0.85,4.072727273,1.877810362,1.37852349,-0.8476510067
187,-0.4,-0.2,8.41,-0.7,-3.340762463,-1.586999022,-1.131543624,0.7062639821
188,0.4,0.25,6.71,-0.82,3.565982405,2.201661779,1.241163311,-0.9413870246
189,-0.4,-0.25,6.84,-0.98,-3.246920821,-1.99457478,-1.113646532,0.8668903803
190,0.4,0.3,5.54,-0.53,3.415835777,2.563049853,1.21163311,-1.071364653
192,0.4,0.35,2.99,-0.04,3.434604106,3.106158358,1.305816555,-1.25704698
193,-0.4,-0.35,3.13,-0.23,-3.659824047,-3.219403715,-1.365995526,1.31655481
194,0.4,0.4,1.96,0.61,3.547214076,3.547214076,1.403803132,-1.442281879
195,-0.4,-0.4,2.85,1.28,-3.415835777,-3.472140762,-1.329306488,1.378299776
